New Model s	compartment l	ADP mmol/(l)	ATP mmol/(l)	G6P mmol/(l)	Glu mmol/(l)	F6P mmol/(l)	F1,6BP mmol/(l)	DHAP mmol/(l)	GA3P mmol/(l)	1,3BPG mmol/(l)	3PG mmol/(l)	2PG mmol/(l)	PEP mmol/(l)	Pyr mmol/(l)	Glu0 mmol/(l)	(02_HK).vmax mmol/(l*s)	(02_HK).Kma mmol/l	(02_HK).Kmb mmol/l	(03_GPI).Kms mmol/l	(03_GPI).Kmp mmol/l	(03_GPI).Vf mmol/(l*s)	(03_GPI).Vr mmol/(l*s)	(04_PFK).vmax mmol/(l*s)	(04_PFK).Kma mmol/l	(04_PFK).Kmb mmol/l	(05_ALD).v_f mmol/(l*s)	(05_ALD).Kma mmol/l	(05_ALD).v_r mmol/(l*s)	(05_ALD).Kmp mmol/l	(05_ALD).Kmq mmol/l	(06_TPI).Kms mmol/l	(06_TPI).Kmp mmol/l	(06_TPI).Vf mmol/(l*s)	(06_TPI).Vr mmol/(l*s)	(07_GA3PDH).Kms mmol/l	(07_GA3PDH).Kmp mmol/l	(07_GA3PDH).Vf mmol/(l*s)	(07_GA3PDH).Vr mmol/(l*s)	(08_PGK).v_f mmol/(l*s)	(08_PGK).Kma mmol/l	(08_PGK).Kmb mmol/l	(08_PGK).v_r mmol/(l*s)	(08_PGK).Kmp mmol/l	(08_PGK).Kmq mmol/l	(09_PGM).Km mmol/l	(09_PGM).V mmol/(l*s)	(10_ENO).Kms mmol/l	(10_ENO).Kmp mmol/l	(10_ENO).Vf mmol/(l*s)	(10_ENO).Vr mmol/(l*s)	(11_PK).vmax mmol/(l*s)	(11_PK).Kma mmol/l	(11_PK).Kmb mmol/l	(12_PyrExp).k1 1/s	(13_EngExp).k1 1/s	(01_glu).Kms mmol/l	(01_glu).Kmp mmol/l	(01_glu).Vf mmol/(l*s)	(01_glu).Vr mmol/(l*s)	
0	1	0.2	1.6	0	5	0	0	0	0	0	0	0	0	0	5	0.0107667	0.046	0.6	0.445	0.063	2.76282	25.5622	65.4865	0.045	0.12	42.1283	0.007	4.26335	2	1	1.5	0.55	24.102	80.7098	0.1	0.01	0.166919	14.9158	21.1112	0.0025	0.099	5.90583	0.6	0.32	0.1	14.5767	0.2	0.58	64.4217	0.01	6.3279	0.15	0.091	0.18806	0.0100036	1	1	50.1367	49.9048	
